PLAN_REVENUE_AMT,DISCONNECT_REASON_NAME,Disconnect Reason,GROSS_ADDS_COUNT,CPE_COUNT,WINBACK_ADD_COUNT,SERVICE_TYPE,TTL_FEAT_COUNT,FBNP_FLAG,ACTIVE_PHONE_FLAG,RETURNS_COUNT,TRANSFER_COUNT,DATA_USED_1MONTH,DATA_USED_2MONTH,DATA_USED_3MONTH,DATA_USED_4MONTH,DATA_USED_5MONTH,DATA_USED_6MONTH,DATA_USED_7MONTH,DATA_USED_8MONTH,DATA_USED_9MONTH,DATA_USED_10MONTH,DATA_USED_11MONTH,DATA_USED_12MONTH,DATA_1MONTH_TO_DEACT,DATA_2MONTH_TO_DEACT,DATA_3MONTH_TO_DEACT,NUM_IVR_CALLS,AVG_IVR_DURATION,CALL_1MONTH_TO_DEACT,CALL_2MONTHS_TO_DEACT,CALL_3MONTHS_TO_DEACT,CALLS_1MONTH,CALLS_2MONTH,CALLS_3MONTH,CALLS_4MONTH,CALLS_5MONTH,CALLS_6MONTH,CALLS_7MONTH,CALLS_8MONTH,CALLS_9MONTH,CALLS_10MONTH,CALLS_11MONTH,CALLS_12MONTH,NUM_DROPPED_CALLS,AVG_CALL_DURATION,DROP_CALLS_1MONTH_TO_DEACT,DROP_CALLS_2MONTHS_TO_DEACT,DROP_CALLS_3MONTHS_TO_DEACT,DROP_CALLS_1MONTH,DROP_CALLS_2MONTH,DROP_CALLS_3MONTH,DROP_CALLS_4MONTH,DROP_CALLS_5MONTH,DROP_CALLS_6MONTH,DROP_CALLS_7MONTH,DROP_CALLS_8MONTH,DROP_CALLS_9MONTH,DROP_CALLS_10MONTH,DROP_CALLS_11MONTH,DROP_CALLS_12MONTH,MESSAGES_SENT_1MONTH,MESSAGES_SENT_2MONTH,MESSAGES_SENT_3MONTH,MESSAGES_SENT_4MONTH,MESSAGES_SENT_5MONTH,MESSAGES_SENT_6MONTH,MESSAGES_SENT_7MONTH,MESSAGES_SENT_8MONTH,MESSAGES_SENT_9MONTH,MESSAGES_SENT_10MONTH,MESSAGES_SENT_11MONTH,MESSAGES_SENT_12MONTH,SMS_1MONTH_TO_DEACT,SMS_2MONTH_TO_DEACT,SMS_3MONTH_TO_DEACT,TOTAL_CALLS_MADE_1MONTH,TOTAL_CALLS_MADE_2MONTH,TOTAL_CALLS_MADE_3MONTH,TOTAL_CALLS_MADE_4MONTH,TOTAL_CALLS_MADE_5MONTH,TOTAL_CALLS_MADE_6MONTH,TOTAL_CALLS_MADE_7MONTH,TOTAL_CALLS_MADE_8MONTH,TOTAL_CALLS_MADE_9MONTH,TOTAL_CALLS_MADE_10MONTH,TOTAL_CALLS_MADE_11MONTH,TOTAL_CALLS_MADE_12MONTH,TOTAL_MINUTES_1MONTH,TOTAL_MINUTES_2MONTH,TOTAL_MINUTES_3MONTH,TOTAL_MINUTES_4MONTH,TOTAL_MINUTES_5MONTH,TOTAL_MINUTES_6MONTH,TOTAL_MINUTES_7MONTH,TOTAL_MINUTES_8MONTH,TOTAL_MINUTES_9MONTH,TOTAL_MINUTES_10MONTH,TOTAL_MINUTES_11MONTH,TOTAL_MINUTES_12MONTH,CALLS_1MONTH_TO_DEACT,CALLS_2MONTH_TO_DEACT,CALLS_3MONTH_TO_DEACT,SUB_DISC_REASON,SUB_ACTIVE_PHONE_COUNT,q,ETHNICITY,ABP,EBILL,SUB_LPAY_AMT,SUB_COMP_NAME,BUNDLE_STATUS,DISTINCT_FEATURE_COUNT,HOTLINE_FLAG,NUM_PAYMENTS,CHECK_PAYMENTS,CASH_PAYMENTS,CC_PAYMENTS,COUPON_ADJUSTMENTS,churned,tenure,RATE_PLAN_NAME,prev_rate_plan,prev_rev_amt,hh_income,bundle,never_before_cricket,fbnp,autobillpay,ebilling,hotline,total_data,total_messages,total_minutes,total_drop_calls,management_occ,technical_occ,professinal_occ,sales_occ,officeadmin_occ,bluecollar_occ,farmer_occ,other_occ,retired_occ,Num_Adults_in_LU,Religious_Magazine,Occupation
50,0,1,1,1,1,Voice Service,10,N,A,1,1,2813288948,1825825042,2608107459,3337576642,3655461256,2560274428,2781117007,167267277,0,0,0,0,0,0,0,3,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,525,1354,1752,1234,792,151,151,0,0,0,0,0,0,0,497,238,325,353,474,332,30,30,0,0,0,0,577.999,249.532,315.983,412.7,562.382,493.317,25.167,25.167,0,0,0,0,0,0,0,0,2,ACTIVE,Hispanic,N,N,91.24,0,N,11,N,41,0,108,0,0,0,205,Muve Smart (MVADR5),Cricket All_In35 (35N),35,14000,0,1,0,0,0,0,19748918059,6945,2662.247,0,0,0,0,0,1,0,0,0,0,3,0,5
35,TRANSFER,28,1,1,1,Voice Service,10,N,I,1,1,2394926,2116669,1732239,1838108,1875288,1709140,401973997,0,0,0,0,0,1824380,1908362,1770042,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,570,932,758,934,542,201,201,0,0,0,0,624,727,890,101,125,160,164,211,284,105,105,0,0,0,0,352.335,233.265,191.834,165.366,499.881,772.117,249.4,249.4,0,0,0,0,333,204,183,0,2,ACTIVE,Unknown,N,N,107.24,0,N,17,N,52,10,28,3,0,1,190,Cricket All_In35 (35N),Muve Smart (MVADR3),60,62000,0,0,0,0,0,0,413640367,5107,2713.598,0,0,1,0,0,0,0,0,0,0,1,0,2
35,0,1,1,1,1,Voice Service,10,N,A,1,1,7938,8236906,12637013,12771792,12230558,8134299,11879555,9828609,0,0,0,0,0,0,0,3,9.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,182,52,1,0,0,0,0,0,0,0,0,0,0,0,249,361,234,287,419,441,340,340,255,0,0,0,1127.168,1719.669,1144.935,1248.281,1495.102,1784.917,1385.134,1385.134,1035.768,0,0,0,0,0,0,0,1,30 DAY,Hispanic,N,N,46,0,0,11,Y,8,0,8,0,0,0,245,Cricket All_In35 (35N),True Rate $45,45,25000,0,0,0,0,0,1,75726670,506,12326.108,0,1,0,0,0,0,0,0,0,0,5,0,1
35,0,1,1,1,1,Voice Service,10,N,A,1,1,2279,238074,155326,7866,0,0,0,0,0,0,0,0,0,0,0,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,182,52,1,0,0,0,0,0,0,0,0,0,0,0,149,203,38,242,254,167,208,208,0,0,0,0,247.316,441.285,68.116,353.417,254.051,192.433,305.715,305.715,0,0,0,0,0,0,0,0,1,30 DAY,Hispanic,N,N,38.61,0,0,11,Y,8,0,8,0,0,0,245,Cricket All_In35 (35N),Muve Smart (MVADR3),60,14000,0,0,0,0,0,1,403545,506,2168.048,0,1,0,0,0,0,0,0,0,0,4,0,1
45,0,1,1,1,1,Voice Service,10,N,A,1,1,42837818,15986802,85503255,32324890,104596477,688011609,129450336,1387839115,16588892,0,0,0,0,0,0,7,128.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,115,190,393,808,549,545,545,216,0,0,0,0,0,0,208,201,175,256,223,222,333,333,240,0,0,0,648.417,579.999,477.315,636.15,665.284,587.901,1039.734,1039.734,828.618,0,0,0,0,0,0,0,1,ACTIVE,White,N,N,54,0,0,11,N,11,1,10,2,0,0,244,True Rate $45,Smart (BBY5),50,25000,0,0,0,0,0,0,2503139194,3617,6503.152,0,1,0,0,0,0,0,0,0,0,6,0,1
45,NON-PAYMENT,20,1,1,1,Broadband Service,10,N,I,1,1,2961857480,0,0,0,0,0,0,0,0,0,0,0,0,2961857480,0,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,182,52,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.633,0,0,0,2.6,0,0,0,0,0,0,0,0,1,0,NP,1,DISC,White,N,N,0.3,0,Y,11,N,5,0,10,0,0,1,57,All_In Broadband45 (BBPIA45A),True Rate $45,45,17500,1,0,0,0,0,0,2961857480,506,3.233,0,0,1,0,0,0,0,0,0,0,2,0,2
50,FINANCIAL HARDSHIP,11,1,1,1,Voice Service,10,N,I,1,1,2610490265,1978346564,0,0,0,0,0,0,0,0,0,0,2820040759,1768796070,0,9,226.8888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,183,0,0,0,0,0,0,0,0,0,0,252,304,0,808,262,0,0,0,0,0,0,0,0,0,0,1705.051,460.517,0,0,0,0,0,0,0,0,0,0,537,533,0,FH,1,DISC,Hispanic,N,N,34.56,0,0,11,N,3,0,1,1,0,1,49,Muve Smart (MVADR5),True Rate $45,45,14000,0,0,0,0,0,0,4588836829,556,2165.568,0,1,0,0,0,0,0,0,0,0,3,0,1
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,54171435,3657667717,4451295117,2820248326,2692856910,2074145125,1018123970,0,0,0,0,0,918815351,1852477858,2582304793,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2033,1721,3123,2282,1750,933,933,130,0,0,0,918,1648,2121,745,1119,1142,1235,1136,979,111,111,0,0,0,0,614.167,767.67,745.599,1141.385,767.133,596.249,177.583,177.583,0,0,0,0,67,834,1141,NP,1,DISC,African_American,N,N,42.52,0,0,11,N,9,0,8,0,0,1,215,Muve Smart (MVADR5),True Rate $45,45,25000,0,0,0,0,0,0,16768508600,12990,4987.369,0,1,0,0,0,0,0,0,0,0,3,0,1
35,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,518200000,122870000,15308661,201962,0,0,0,0,0,0,0,0,0,39919,0,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,446,809,1115,45,0,0,0,0,0,0,0,1068,839,451,727,1108,1076,914,0,0,0,0,0,0,0,0,513.082,866.752,1032.651,834.001,0,0,0,0,0,0,0,0,735,1197,1090,NP,2,DISC,White,N,N,30,0,N,11,N,5,0,14,0,0,1,123,Cricket All_In35 (35N),Muve Smart (MVADR5),50,25000,0,1,0,0,0,0,656580623,3279,3246.486,0,1,0,0,0,0,0,0,0,0,3,0,1
50,TRANSFER,28,1,1,1,Voice Service,10,N,I,1,1,690323799,0,0,0,0,0,0,0,0,0,0,0,678949828,0,0,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,41,0,0,112,0,0,0,0,0,0,0,0,0,0,0,292.9,0,0,0,0,0,0,0,0,0,0,0,112,0,0,TR,1,DISC,Hispanic,N,N,56.45,0,0,11,N,1,0,1,0,0,1,29,Muve Smart (MVADR5),Cricket All_In35 (35N),35,45000,0,0,0,0,0,0,690323799,41,292.9,0,1,0,0,0,0,0,0,0,0,3,0,1
45,NON-PAYMENT,20,1,1,1,Broadband Service,10,N,I,1,1,3458038963,85638917,0,0,0,0,0,0,0,0,0,0,10738221,3424186571,108753088,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,254.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,182,52,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0.25,0,0,0,0,31.05,0,0,0,0,0,0,0,1,0,NP,1,DISC,Hispanic,N,N,45,0,0,11,N,2,0,1,0,0,1,62,All_In Broadband45 (BBPIA45A),Muve Smart (MVADR5),50,14000,0,0,0,0,0,0,3543677880,506,31.3,0,1,0,0,0,0,0,0,0,0,3,0,1
60,CHILD PUNISHMENT,6,1,1,1,Voice Service,10,N,I,1,1,3717884328,3006618246,617240659,355466728,607329764,116601119,16239283,0,0,0,0,0,117571128,607329764,355466728,39,45.12820513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,238,275,270,224,395,14,14,0,0,0,0,409,224,270,612,907,975,559,727,153,1,1,0,0,0,0,465.449,937.666,1043.95,651.768,641.617,189.535,0.05,0.05,0,0,0,0,154,727,559,CH,1,DISC,African_American,N,N,48.1,0,0,11,N,7,0,6,0,0,1,181,Muve Smart (MVADR3),Smart (ADR3),60,45000,0,0,0,0,0,0,8437380127,1684,3930.085,0,0,0,0,0,0,1,0,0,0,4,0,6
50,0,1,1,1,1,Voice Service,10,N,A,1,1,1342190434,379137185,168018236,244253255,370960228,1438491532,1523820024,1188641812,488329260,0,0,0,0,0,0,17,94.23529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,719,343,202,171,241,249,249,91,0,0,0,0,0,0,66,113,121,95,143,134,170,170,167,0,0,0,108.7,163.686,219.135,290.699,280.883,281.633,407.401,407.401,308.784,0,0,0,0,0,0,0,1,ACTIVE,White,N,N,51,0,0,11,N,11,0,3,8,0,0,244,Muve Smart (MVADR5),Cricket All_In35 (35N),35,130000,0,0,0,0,0,0,7143841966,2418,2468.322,0,1,0,0,0,0,0,0,0,0,6,0,1
45,PORT OUT (# ported to other carrier),23,1,1,1,Voice Service,10,N,I,1,1,4570436,0,0,0,0,0,0,0,0,0,0,0,4570436,0,0,3,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,182,52,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5.917,0,0,0,0,0,0,0,0,0,0,0,8,0,0,PO,1,DISC,White,N,N,-53.51,0,0,11,N,2,0,0,1,0,1,1,True Rate $45,True Rate $45,45,25000,0,0,0,0,0,0,4570436,506,5.917,0,1,0,0,0,0,0,0,0,0,5,0,1
45,NON-PAYMENT,20,1,1,1,Broadband Service,10,N,I,1,1,3647180416,560051449,2784395,0,0,0,0,0,0,0,0,0,2784395,536905274,3304231536,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,182,52,1,0,0,0,0,0,0,0,0,0,0,0,281,171,81,3,0,0,0,0,0,0,0,0,561.034,327.916,132.766,2.217,0,0,0,0,0,0,0,0,0,0,0,NP,1,DISC,Hispanic,N,N,49.72,0,0,11,N,3,0,2,0,0,1,92,All_In Broadband45 (BBPIA45A),Muve Smart (MVADR3),60,45000,0,0,0,0,0,0,4210016260,506,1023.933,0,0,0,1,0,0,0,0,0,0,2,0,3
35,NON-PAYMENT,20,1,1,1,Broadband Service,10,N,I,1,1,3449165187,0,1628567749,0,0,0,0,0,0,0,0,0,1628567749,0,2615222636,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,78.51612903,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,281,171,81,3,0,0,0,0,0,0,0,0,561.034,327.916,132.766,2.217,0,0,0,0,0,0,0,0,0,0,0,NP,1,DISC,White,N,N,35,0,0,11,N,3,0,2,0,0,1,92,All_In Broadband35 (BBPIA35A),True Rate $45,45,62000,0,0,0,0,0,0,5077732936,2,1023.933,10,1,0,0,0,0,0,0,0,0,2,0,1
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,2295277116,2072302911,1975240963,1233474716,158979857,970267,0,0,0,0,0,0,159950124,1233474716,1975240963,40,37.175,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574,1762,1247,203,110,1,0,0,0,0,0,0,111,203,1247,708,629,664,550,35,2,0,0,0,0,0,0,2433.398,2120.249,2507.586,993.967,37.949,0.083,0,0,0,0,0,0,37,550,664,NP,1,DISC,White,N,N,63.96,0,0,11,N,6,0,5,0,0,1,151,Muve Smart (MVADR5),Cricket All_In35 (35N),35,35000,0,0,0,0,0,0,7736245830,4897,8093.232,0,0,0,0,1,0,0,0,0,0,3,0,4
45,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,69601630,0,0,0,0,0,0,0,0,0,0,0,67707332,1894298,0,13,91.15384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,221.7692308,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,546,30,0,195,0,0,0,0,0,0,0,0,0,0,0,183.083,0,0,0,0,0,0,0,0,0,0,0,195,0,0,NP,1,DISC,White,N,N,28.16,0,0,11,N,3,0,2,0,0,1,31,True Rate $45,Cricket All_In35 (35N),35,17500,0,0,0,0,0,0,69601630,576,183.083,6,0,0,1,0,0,0,0,0,0,3,0,3
50,BROKEN PHONE/HANDSET,5,1,1,1,Voice Service,10,N,I,1,1,1093789698,3348707137,2132843400,1908681894,35704675,12127568,11703431,6485407,0,0,0,0,17776578,11783749,32358875,10,77.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,102,14,12,17,57,3,3,0,0,0,0,3,30,44,314,271,136,372,431,402,257,257,31,0,0,0,503.684,500.749,224.799,538.035,632.683,704.683,301.183,301.183,43.284,0,0,0,261,371,444,BR,1,DISC,Hispanic,N,N,60.45,0,0,11,N,8,0,7,0,0,1,216,$50 Dbl Data Muve Smart (LTEMVA6),Muve Smart (MVADR5),50,35000,0,0,0,0,0,0,8550043210,301,3750.283,0,1,0,0,0,0,0,0,0,0,2,0,1
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,1100574204,17502875,0,0,0,0,0,0,0,0,0,0,8009207,1110067872,0,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480,24,0,0,0,0,0,0,0,0,0,0,24,1326,154,387,47,0,0,0,0,0,0,0,0,0,0,744.704,62.251,0,0,0,0,0,0,0,0,0,0,29,405,0,NP,1,DISC,African_American,N,N,51.38,0,0,11,N,2,0,1,0,0,1,62,Muve Smart (MVADR5),True Rate $45,45,14000,0,0,0,0,0,0,1118077079,1504,806.955,0,0,0,1,0,0,0,0,0,0,4,0,3
45,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,54390974,47152788,41294612,14727826,0,0,0,0,0,0,0,0,11880794,41143166,46758280,18,61.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,157,114,189,2,0,0,0,0,0,0,0,185,114,150,180,172,220,73,1,0,0,0,0,0,0,0,470.966,390.816,445.833,124.283,0.517,0,0,0,0,0,0,0,37,241,170,NP,1,DISC,Hispanic,N,N,49.25,0,0,11,N,4,0,4,0,0,1,123,True Rate $45,Muve Smart (MVADR5),50,14000,0,0,0,0,0,0,157566200,646,1432.415,0,0,1,0,0,0,0,0,0,0,1,0,2
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,4397332149,1671424626,0,0,0,0,0,0,0,0,0,0,0,1648928107,4108982157,6,91.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,819,0,0,0,0,0,0,0,0,0,0,0,785,1260,607,307,0,0,0,0,0,0,0,0,0,0,749.4,253.334,0,0,0,0,0,0,0,0,0,0,0,259,648,NP,1,DISC,White,N,N,57.93,0,0,11,N,3,0,2,0,0,1,92,Muve Smart (MVADR5),Muve Smart (MVADR5),50,35000,0,0,0,0,0,0,6068756775,2085,1002.734,0,1,0,0,0,0,0,0,0,0,2,0,1
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,1006193229,27594144,0,0,0,0,0,0,0,0,0,0,22416751,974282401,37088221,3,12.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,40,0,0,0,0,0,0,0,0,0,0,40,109,1,557,37,0,0,0,0,0,0,0,0,0,0,1061.069,38.467,0,0,0,0,0,0,0,0,0,0,37,557,0,NP,1,DISC,Unknown,N,N,51.69,0,0,11,N,1,0,0,0,0,1,62,Smart (ADR5),Cricket All_In35 (35N),35,14000,0,0,0,0,0,0,1033787373,150,1099.536,0,0,0,1,0,0,0,0,0,0,1,0,3
50,0,1,1,1,1,Voice Service,10,N,A,1,1,356769661,530353443,1171629636,1291836222,2453876896,1787599801,2485960452,1540767539,876953547,0,0,0,0,0,0,4,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,723,407,1398,768,709,691,691,492,0,0,0,0,0,0,684,612,471,772,534,605,828,828,645,0,0,0,4103.066,3622.067,2555.336,1877.654,1058.069,2335.698,4231.433,4231.433,3008.584,0,0,0,0,0,0,0,1,ACTIVE,Hispanic,N,N,56.06,0,0,11,N,9,0,9,0,0,0,244,Muve Smart (MVADR5),Smart (ADR5),50,17500,0,0,0,0,0,0,12495747197,7217,27023.34,0,0,0,0,1,0,0,0,0,0,6,0,4
50,0,1,1,1,1,Voice Service,10,N,A,1,1,2847345929,4478906194,3411276998,228610849,831104082,1651834762,2315503598,1554692985,560024450,0,0,0,0,0,0,14,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,159,359,221,282,121,45,45,49,0,0,0,0,0,0,203,293,418,233,234,284,501,501,439,0,0,0,185.014,181.331,366.313,364.467,258.816,198.6,502.236,502.236,300.983,0,0,0,0,0,0,0,1,ACTIVE,White,N,N,52.99,0,0,11,N,11,0,4,9,0,0,244,Muve Smart (MVADR5),Smart (ADR5),50,14000,0,0,0,0,0,0,17879299847,1371,2859.996,0,0,0,1,0,0,0,0,0,0,3,0,3
50,TRANSFER,28,1,1,1,Voice Service,10,N,I,1,1,307305844,221922130,232179,0,0,0,0,0,0,0,0,0,2084709,223247612,304127832,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,527,3,0,0,0,0,0,0,0,0,0,39,744,369,345,407,15,0,0,13,0,0,0,0,0,0,723.518,669.786,31.117,0,0,7.267,0,0,0,0,0,0,137,408,222,TR,1,DISC,Hispanic,N,N,48.5,0,0,11,N,4,0,3,0,0,1,81,Muve Smart (MVADR5),All_In Broadband45 (BBPIA45A),45,14000,0,0,0,0,0,0,529460153,1152,1431.688,0,0,0,0,0,0,0,0,0,1,1,0,9
50,0,1,1,1,1,Voice Service,10,N,A,1,1,212105308,153091575,200833619,41532291,139100387,951401198,700251988,281210790,24835789,0,0,0,0,0,0,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,40,10,9,14,0,10,10,2,0,0,0,0,0,0,226,254,229,201,69,159,200,200,186,0,0,0,702.317,916.483,799.15,590.913,236.432,525.453,570.253,570.253,482.168,0,0,0,0,0,0,0,3,ACTIVE,White,Y,N,148.25,0,N,11,N,10,0,6,24,0,0,243,Muve Smart (MVADR5),Muve Smart (MVADR5),50,112500,0,0,0,1,0,0,2704362945,116,5393.422,0,0,0,1,0,0,0,0,0,0,2,0,3
35,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,99396,0,0,0,0,0,0,0,0,0,0,0,0,63505,35891,2,119.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,182,52,1,0,0,0,0,0,0,0,0,0,0,0,196,12,0,0,0,3,0,0,0,0,0,0,394.752,18.533,0,0,0,11.433,0,0,0,0,0,0,10,178,20,NP,1,DISC,White,N,N,38.06,0,0,11,N,2,0,0,4,0,1,62,Cricket All_In35 (35N),Muve Smart (MVADR5),50,62000,0,0,0,0,0,0,99396,506,424.718,0,1,0,0,0,0,0,0,0,0,2,0,1
50,0,1,1,1,1,Voice Service,10,N,A,1,1,51643748,83882456,42384909,34312302,21034636,56814634,320386611,189450392,6609605,0,0,0,0,0,0,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13,0,0,0,0,0,0,406,378,393,312,344,332,309,309,323,0,0,0,335.183,370.952,380.102,354.484,346.237,368.65,329.633,329.633,402.753,0,0,0,0,0,0,0,1,ACTIVE,Hispanic,Y,N,46,0,0,11,N,9,0,1,8,0,0,243,Muve Smart (MVADR5),Muve Smart (MVADR3),60,14000,0,0,0,1,0,0,806519293,15,3217.627,0,1,0,0,0,0,0,0,0,0,2,0,1
35,NON-PAYMENT,20,1,1,1,Broadband Service,10,N,I,1,1,322769901,0,0,0,0,0,0,0,0,0,0,0,0,320754270,2015631,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,182,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0,0,0,NP,1,DISC,African_American,N,N,40.43,0,0,11,N,2,0,1,0,0,1,62,All_In Broadband35 (BBPIA35A),Cricket All_In35 (35N),35,87000,0,0,0,0,0,0,322769901,506,8.6,0,1,0,0,0,0,0,0,0,0,3,0,1
35,0,1,1,1,1,Voice Service,10,N,A,1,1,20189020,22668465,23848885,21451090,25941143,21549671,23290831,21682217,6179723,0,0,0,0,0,0,18,157.6111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,68,48,64,21,6,2,2,7,0,0,0,0,0,0,910,1126,1148,1171,718,733,626,626,229,0,0,0,2153.934,2526.751,2623.832,2718.135,1609.318,1959.336,1407.021,1407.021,641.485,0,0,0,0,0,0,0,1,ACTIVE,Hispanic,Y,N,49.8,0,0,11,N,10,8,1,6,0,0,243,Cricket All_In35 (35N),Muve Smart (MVADR3),60,35000,0,0,0,1,0,0,186801045,312,17046.833,0,0,0,0,1,0,0,0,0,0,3,0,4
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,34340859,17538324,2244248797,107493,0,0,0,0,0,0,0,0,2204402104,56544905,34294916,9,158.2222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,422,148,0,0,0,0,0,0,0,0,0,141,369,627,862,970,373,0,0,0,0,0,0,0,0,0,1047.863,978.849,403.816,0,0,0,0,0,0,0,0,0,373,922,908,NP,1,DISC,White,N,N,46.65,0,0,11,N,4,0,3,0,0,1,92,Smart (ADR5),Cricket All_In35 (35N),35,35000,0,0,0,0,0,0,2296235473,1151,2430.528,0,1,0,0,0,0,0,0,0,0,3,0,1
